DateKey,City,MaxTemperature,MinTemperature,AvgTemperature,RainfallMM,HumidityPct,WindSpeed
20240527,Bengaluru,30.6,20.7,25.5,0.0,70,23.8
20240528,Bengaluru,32.2,21.4,25.7,0.0,71,21.7
20240529,Bengaluru,32.1,20.5,26.3,0.2,69,22.3
20240530,Bengaluru,32.2,21.4,26.0,2.4,73,17.1
20240531,Bengaluru,32.2,21.6,26.5,1.2,71,17.7
20240601,Bengaluru,32.2,22.4,25.5,28.0,84,16.0
20240602,Bengaluru,30.9,22.5,25.5,10.3,80,11.8
20240603,Bengaluru,28.4,22.1,24.7,0.6,81,13.0
20240604,Bengaluru,29.4,21.3,24.6,7.1,82,13.4
20240605,Bengaluru,27.6,20.9,23.8,20.8,85,11.0
20240606,Bengaluru,28.1,21.5,23.7,8.4,88,20.7
20240607,Bengaluru,27.1,21.3,23.3,7.2,87,21.9
20240608,Bengaluru,28.8,20.7,23.8,1.9,80,22.7
20240609,Bengaluru,27.1,20.5,23.5,3.3,80,28.3
20240610,Bengaluru,27.6,20.6,23.7,2.2,79,28.4
20240611,Bengaluru,28.8,21.1,23.6,0.6,81,26.8
20240612,Bengaluru,27.7,20.7,23.0,6.9,84,24.2
20240613,Bengaluru,28.7,20.0,23.1,3.1,81,23.5
20240614,Bengaluru,28.6,20.3,23.9,0.0,75,21.1
20240615,Bengaluru,29.9,19.4,24.2,0.0,71,17.7
20240616,Bengaluru,29.3,19.6,23.9,1.0,77,20.6
20240617,Bengaluru,29.8,20.3,24.1,0.6,78,17.2
20240618,Bengaluru,29.2,20.3,23.8,4.4,81,22.2
20240619,Bengaluru,29.2,20.2,23.4,5.4,84,19.4
20240620,Bengaluru,28.3,20.4,23.5,0.6,79,22.4
20240621,Bengaluru,28.8,19.7,23.1,3.3,81,23.0
20240622,Bengaluru,28.0,20.1,23.7,1.9,78,20.7
20240623,Bengaluru,28.3,20.2,23.8,1.6,77,22.9
20240624,Bengaluru,29.8,20.5,23.7,4.1,77,24.8
20240625,Bengaluru,27.4,20.8,23.6,1.6,81,30.0
20240626,Bengaluru,28.0,20.8,23.3,2.2,81,31.7
20240627,Bengaluru,25.7,21.0,22.5,6.1,85,32.9
20240628,Bengaluru,29.1,20.1,23.9,0.8,76,25.8
20240629,Bengaluru,29.8,19.8,23.8,1.0,78,21.4
20240630,Bengaluru,28.4,20.2,23.5,1.4,83,19.8
20240701,Bengaluru,27.6,20.5,23.0,9.0,85,22.3
20240702,Bengaluru,29.4,20.1,24.0,0.1,75,26.7
20240703,Bengaluru,29.3,20.0,23.2,10.4,83,22.2
20240704,Bengaluru,26.8,20.0,22.4,3.8,84,19.7
20240705,Bengaluru,29.8,20.2,23.2,6.9,81,20.7
20240706,Bengaluru,26.6,20.0,22.6,5.9,81,27.3
20240707,Bengaluru,28.7,20.1,23.4,1.0,78,26.9
20240708,Bengaluru,27.9,20.4,23.2,5.6,78,22.2
20240709,Bengaluru,28.7,19.7,23.3,2.9,77,23.8
20240710,Bengaluru,29.3,19.4,23.3,1.5,78,20.6
20240711,Bengaluru,26.9,20.2,23.2,3.7,81,19.1
20240712,Bengaluru,29.2,19.7,22.9,17.4,85,23.0
20240713,Bengaluru,25.8,20.5,22.7,1.2,83,27.2
20240714,Bengaluru,26.5,20.6,22.5,1.5,82,27.8
20240715,Bengaluru,26.4,20.3,21.7,16.8,90,27.2
20240716,Bengaluru,24.4,20.3,21.8,16.2,89,29.7
20240717,Bengaluru,25.8,20.0,22.1,5.2,87,30.4
20240718,Bengaluru,26.0,20.5,22.1,9.3,87,33.3
20240719,Bengaluru,22.3,20.2,21.1,14.5,93,27.5
20240720,Bengaluru,25.2,19.8,22.0,2.8,84,32.1
20240721,Bengaluru,27.2,20.5,22.9,1.1,80,33.0
20240722,Bengaluru,27.7,20.5,23.1,1.4,76,32.8
20240723,Bengaluru,27.2,20.9,23.3,2.2,78,29.9
20240724,Bengaluru,27.2,20.6,23.2,1.5,77,30.5
20240725,Bengaluru,26.9,20.6,22.9,2.3,81,36.1
20240726,Bengaluru,26.8,21.0,23.1,2.2,80,35.1
20240727,Bengaluru,27.4,20.8,23.2,0.6,74,34.7
20240728,Bengaluru,27.3,20.3,22.8,0.2,75,34.2
20240729,Bengaluru,28.4,20.6,23.3,3.7,80,30.1
20240730,Bengaluru,22.8,20.3,21.2,11.7,94,24.7
20240731,Bengaluru,26.3,20.1,22.0,10.6,88,21.8
20240801,Bengaluru,27.9,20.3,22.4,3.4,86,26.3
20240802,Bengaluru,26.8,20.3,22.6,4.3,85,25.9
20240803,Bengaluru,27.4,19.5,22.3,7.6,85,25.6
20240804,Bengaluru,28.2,19.8,23.2,2.0,81,21.7
20240805,Bengaluru,27.7,19.1,22.7,1.2,84,15.6
20240806,Bengaluru,25.4,20.1,22.2,8.6,88,15.3
20240807,Bengaluru,25.0,20.3,21.9,5.2,88,17.2
20240808,Bengaluru,27.1,19.5,22.4,16.1,85,17.4
20240809,Bengaluru,28.0,19.7,23.1,12.4,83,18.2
20240810,Bengaluru,26.6,20.3,22.8,19.2,86,16.6
20240811,Bengaluru,27.9,20.2,23.6,3.0,81,14.8
20240812,Bengaluru,28.9,20.3,24.1,2.4,79,13.7
20240813,Bengaluru,28.7,20.3,23.8,12.7,82,11.5
20240814,Bengaluru,28.5,20.3,24.5,1.5,78,11.2
20240815,Bengaluru,28.8,21.7,24.6,2.0,79,11.1
20240816,Bengaluru,28.7,20.5,23.8,13.3,84,11.6
20240817,Bengaluru,28.9,19.5,23.9,3.7,83,11.1
20240818,Bengaluru,29.0,19.2,24.1,0.1,80,7.6
20240819,Bengaluru,28.0,20.7,23.6,17.4,86,8.4
20240820,Bengaluru,28.7,19.9,23.5,19.7,85,15.1
20240821,Bengaluru,27.4,20.6,23.3,1.2,84,20.8
20240822,Bengaluru,27.4,19.6,23.1,0.4,78,26.7
20240823,Bengaluru,27.4,19.1,23.1,0.1,79,22.2
20240824,Bengaluru,27.3,19.6,22.8,3.8,81,26.1
20240825,Bengaluru,27.1,19.8,22.7,0.9,79,28.1
20240826,Bengaluru,28.2,19.4,23.0,1.2,77,27.7
20240827,Bengaluru,26.7,19.8,22.7,1.7,80,23.0
20240828,Bengaluru,26.7,19.7,22.3,1.4,82,23.4
20240829,Bengaluru,27.2,19.4,21.9,9.4,87,23.4
20240830,Bengaluru,25.9,19.8,21.8,3.9,88,20.9
20240831,Bengaluru,23.8,19.7,21.5,4.6,89,22.4
20240901,Bengaluru,27.0,20.2,22.3,5.3,84,26.6
20240902,Bengaluru,27.5,20.4,22.9,4.1,83,20.5
20240903,Bengaluru,27.7,20.0,23.1,1.4,81,23.8
20240904,Bengaluru,27.8,19.8,23.2,0.5,79,25.2
20240905,Bengaluru,27.8,19.9,23.2,0.5,79,22.1
20240906,Bengaluru,27.1,19.8,22.8,1.6,81,21.3
20240907,Bengaluru,27.6,19.7,22.5,11.9,85,21.7
20240908,Bengaluru,25.7,20.2,22.3,2.6,85,23.4
20240909,Bengaluru,28.4,20.2,22.9,6.0,81,25.7
20240910,Bengaluru,28.4,19.8,23.3,1.9,79,29.9
20240911,Bengaluru,28.8,19.5,23.4,0.7,77,22.9
20240912,Bengaluru,29.1,19.5,23.3,0.7,76,22.1
20240913,Bengaluru,28.5,18.5,23.1,0.0,74,20.8
20240914,Bengaluru,28.4,18.8,23.1,0.9,75,20.9
20240915,Bengaluru,28.5,18.4,23.3,0.6,75,18.6
20240916,Bengaluru,28.4,17.6,22.8,0.7,76,22.6
20240917,Bengaluru,28.3,18.6,23.1,0.4,77,20.4
20240918,Bengaluru,28.4,17.9,23.0,0.0,67,16.8
20240919,Bengaluru,28.9,17.4,23.0,0.6,71,18.4
20240920,Bengaluru,28.9,19.6,23.8,0.1,70,13.3
20240921,Bengaluru,29.3,19.1,24.0,0.1,70,18.6
20240922,Bengaluru,29.1,19.5,24.0,1.4,71,19.3
20240923,Bengaluru,29.4,20.1,23.5,5.3,80,20.0
20240924,Bengaluru,28.6,20.6,23.1,4.4,84,23.5
20240925,Bengaluru,28.8,20.4,23.3,2.5,80,23.4
20240926,Bengaluru,28.8,19.6,23.6,0.6,76,19.5
20240927,Bengaluru,28.8,19.4,23.4,1.5,79,16.8
20240928,Bengaluru,28.5,19.7,23.2,3.0,82,15.4
20240929,Bengaluru,28.5,20.3,24.0,5.5,78,12.1
20240930,Bengaluru,30.2,20.5,24.5,0.1,73,13.6
20241001,Bengaluru,30.6,19.8,24.8,0.4,73,10.6
20241002,Bengaluru,29.9,20.4,24.2,9.8,78,14.6
20241003,Bengaluru,28.4,20.0,23.4,4.2,82,15.5
20241004,Bengaluru,28.6,19.9,23.6,7.2,82,12.3
20241005,Bengaluru,26.9,20.1,22.4,11.3,87,14.3
20241006,Bengaluru,27.4,19.6,23.3,0.5,78,11.4
20241007,Bengaluru,28.9,19.2,23.1,0.9,77,23.5
20241008,Bengaluru,27.9,20.0,23.2,10.7,82,13.4
20241009,Bengaluru,28.1,20.3,23.3,5.2,82,14.4
20241010,Bengaluru,27.6,19.9,22.8,6.5,84,17.5
20241011,Bengaluru,27.9,19.9,22.9,4.9,84,17.3
20241012,Bengaluru,28.1,20.3,23.2,7.2,82,15.3
20241013,Bengaluru,27.9,20.4,23.3,1.8,81,19.7
20241014,Bengaluru,23.4,19.3,21.0,14.4,93,13.7
20241015,Bengaluru,23.2,19.8,21.2,31.5,92,15.9
20241016,Bengaluru,22.9,19.3,20.8,13.3,93,11.6
20241017,Bengaluru,27.0,19.8,22.8,0.8,83,14.7
20241018,Bengaluru,27.6,19.6,22.2,8.4,87,18.5
20241019,Bengaluru,24.7,18.9,21.4,8.5,90,10.1
20241020,Bengaluru,26.4,19.4,21.7,21.1,89,11.7
20241021,Bengaluru,26.8,19.7,22.2,17.8,88,10.2
20241022,Bengaluru,27.6,18.4,22.0,27.3,87,11.9
20241023,Bengaluru,27.6,19.2,22.4,20.1,86,10.4
20241024,Bengaluru,26.2,19.1,22.0,1.1,85,6.2
20241025,Bengaluru,27.0,17.4,21.9,0.0,78,8.7
20241026,Bengaluru,26.7,17.1,21.6,0.0,73,13.2
20241027,Bengaluru,26.7,15.5,21.1,0.0,75,11.0
20241028,Bengaluru,27.2,16.5,21.9,0.0,75,9.0
20241029,Bengaluru,27.7,17.5,22.5,0.4,76,9.7
20241030,Bengaluru,27.3,17.8,22.4,1.1,80,7.5
20241031,Bengaluru,27.8,18.4,22.5,4.0,83,10.0
20241101,Bengaluru,26.9,19.8,22.3,8.2,84,9.6
20241102,Bengaluru,27.7,18.8,22.1,1.2,83,19.9
20241103,Bengaluru,27.7,19.5,22.4,0.7,81,17.6
20241104,Bengaluru,27.1,19.6,22.4,1.0,79,14.8
20241105,Bengaluru,27.1,17.2,21.9,0.0,72,13.6
20241106,Bengaluru,27.8,16.3,22.2,0.1,67,16.5
20241107,Bengaluru,27.4,19.1,22.6,1.3,76,19.9
20241108,Bengaluru,29.0,18.3,22.8,0.0,72,17.2
20241109,Bengaluru,27.8,18.1,22.2,0.0,68,17.2
20241110,Bengaluru,27.0,17.5,22.0,0.4,71,16.4
20241111,Bengaluru,27.8,17.3,22.2,0.0,66,16.9
20241112,Bengaluru,27.0,19.0,22.2,0.9,75,18.4
20241113,Bengaluru,27.0,19.9,22.3,9.9,85,17.4
20241114,Bengaluru,25.7,19.9,21.9,6.0,87,16.2
20241115,Bengaluru,27.0,19.9,22.1,10.0,86,15.4
20241116,Bengaluru,26.3,19.6,22.1,3.4,86,17.2
20241117,Bengaluru,27.4,19.8,22.7,0.5,80,14.1
20241118,Bengaluru,26.9,19.0,22.3,0.1,77,14.9
20241119,Bengaluru,27.3,18.6,22.3,0.0,73,13.6
20241120,Bengaluru,28.1,17.6,22.1,0.0,71,12.4
20241121,Bengaluru,27.5,17.2,22.0,0.0,71,12.2
20241122,Bengaluru,27.9,16.4,21.9,0.0,69,12.1
20241123,Bengaluru,28.7,16.7,22.3,0.0,68,11.0
20241124,Bengaluru,29.2,17.3,22.9,0.0,66,12.4
20241125,Bengaluru,27.8,17.2,22.1,0.0,68,11.3
20241126,Bengaluru,26.2,18.1,21.7,0.0,75,18.0
20241127,Bengaluru,26.4,18.9,21.7,0.0,73,19.9
20241128,Bengaluru,26.9,17.6,21.5,0.0,62,16.6
20241129,Bengaluru,25.4,18.2,21.7,0.8,66,20.9
20241130,Bengaluru,23.6,19.1,21.0,0.3,83,20.7
20241201,Bengaluru,24.5,19.9,21.4,8.0,87,22.3
20241202,Bengaluru,23.3,20.4,21.3,35.0,94,18.0
20241203,Bengaluru,26.1,20.0,22.2,4.7,89,13.7
20241204,Bengaluru,25.9,18.8,21.9,0.0,84,15.7
20241205,Bengaluru,26.2,19.9,22.3,0.8,85,11.1
20241206,Bengaluru,26.7,19.5,22.5,0.0,81,12.1
20241207,Bengaluru,27.0,19.3,22.3,0.6,83,11.3
20241208,Bengaluru,26.8,18.5,22.1,0.0,79,10.6
20241209,Bengaluru,27.5,18.4,22.4,0.1,76,10.3
20241210,Bengaluru,27.9,18.6,22.5,0.0,75,12.4
20241211,Bengaluru,26.4,18.3,21.9,0.0,75,16.4
20241212,Bengaluru,22.0,19.0,20.2,21.2,92,15.5
20241213,Bengaluru,24.4,19.7,21.2,1.3,85,18.6
20241214,Bengaluru,26.1,17.6,21.2,0.0,78,18.2
20241215,Bengaluru,24.3,15.0,19.3,0.0,77,13.3
20241216,Bengaluru,24.9,15.1,19.3,0.0,77,11.4
20241217,Bengaluru,27.1,14.5,20.4,0.0,76,10.7
20241218,Bengaluru,25.9,17.1,21.6,0.3,78,12.3
20241219,Bengaluru,28.1,19.1,22.9,0.3,75,10.9
20241220,Bengaluru,27.9,18.8,22.9,0.1,76,12.6
20241221,Bengaluru,29.1,18.0,23.1,0.0,73,9.9
20241222,Bengaluru,28.1,17.9,22.9,0.0,74,11.5
20241223,Bengaluru,27.0,18.4,22.4,0.0,72,10.0
20241224,Bengaluru,27.2,17.6,22.4,0.0,68,11.5
20241225,Bengaluru,27.9,17.3,22.2,0.0,68,11.0
20241226,Bengaluru,26.2,18.5,22.2,3.6,81,17.5
20241227,Bengaluru,25.4,18.5,21.2,1.7,85,19.0
20241228,Bengaluru,26.2,17.5,21.2,0.0,76,15.5
20241229,Bengaluru,26.9,16.9,21.4,0.0,73,14.3
20241230,Bengaluru,25.7,16.7,21.2,0.0,75,14.4
20241231,Bengaluru,27.5,17.0,21.6,0.0,65,15.8
20250101,Bengaluru,26.6,16.0,20.9,0.0,67,14.7
20250102,Bengaluru,26.4,16.2,20.6,0.0,70,14.2
20250103,Bengaluru,25.9,16.4,20.3,0.0,69,15.9
20250104,Bengaluru,25.8,14.2,19.7,0.0,70,12.5
20250105,Bengaluru,26.5,14.9,20.2,0.0,68,11.6
20250106,Bengaluru,26.2,15.8,20.5,0.0,67,11.9
20250107,Bengaluru,27.3,15.3,21.3,0.0,61,10.2
20250108,Bengaluru,27.1,16.4,21.0,0.0,59,12.6
20250109,Bengaluru,25.9,14.6,19.8,0.0,70,16.7
20250110,Bengaluru,26.9,16.0,20.8,0.0,70,14.7
20250111,Bengaluru,27.7,17.7,21.8,0.0,73,13.7
20250112,Bengaluru,28.7,17.2,21.8,0.0,74,14.7
20250113,Bengaluru,28.2,19.0,22.5,0.8,75,14.5
20250114,Bengaluru,27.5,18.6,22.2,0.1,74,16.2
20250115,Bengaluru,25.5,16.8,20.4,0.2,73,15.7
20250116,Bengaluru,26.7,16.1,20.8,0.0,70,17.7
20250117,Bengaluru,26.7,16.2,20.8,0.0,72,14.8
20250118,Bengaluru,27.3,15.8,21.2,0.0,68,14.2
20250119,Bengaluru,22.9,18.3,20.0,6.0,83,15.6
20250120,Bengaluru,27.3,17.9,21.6,0.0,68,11.5
20250121,Bengaluru,27.8,15.7,21.0,0.0,58,11.6
20250122,Bengaluru,28.6,15.4,21.6,0.0,59,13.8
20250123,Bengaluru,29.7,16.7,22.4,0.0,63,13.0
20250124,Bengaluru,27.7,16.3,21.3,0.0,63,12.1
20250125,Bengaluru,29.0,14.9,21.4,0.0,60,13.9
20250126,Bengaluru,29.1,15.1,21.9,0.0,48,15.9
20250127,Bengaluru,28.2,15.0,21.4,0.0,54,12.0
20250128,Bengaluru,28.1,15.5,21.3,0.0,57,11.2
20250129,Bengaluru,29.4,15.2,21.9,0.0,59,12.5
20250130,Bengaluru,29.3,16.1,22.4,0.0,64,10.5
20250131,Bengaluru,30.5,18.5,24.2,0.0,62,10.9
20250201,Bengaluru,30.5,19.4,24.5,0.0,57,12.5
20250202,Bengaluru,31.0,17.5,24.0,0.0,48,12.1
20250203,Bengaluru,30.3,16.8,23.4,0.0,45,12.6
20250204,Bengaluru,30.7,17.0,23.9,0.0,40,14.3
20250205,Bengaluru,30.4,18.2,23.9,0.0,42,14.6
20250206,Bengaluru,29.7,17.4,23.4,0.0,41,13.9
20250207,Bengaluru,30.1,17.3,23.4,0.0,41,14.6
20250208,Bengaluru,29.9,17.6,23.6,0.0,46,16.1
20250209,Bengaluru,29.6,18.0,23.6,0.0,50,16.5
20250210,Bengaluru,28.9,17.1,22.8,0.0,56,13.8
20250211,Bengaluru,30.7,16.6,23.3,0.0,48,12.5
20250212,Bengaluru,31.6,17.0,24.3,0.0,36,13.3
20250213,Bengaluru,31.9,17.8,24.9,0.0,33,13.4
20250214,Bengaluru,32.1,18.4,25.4,0.0,31,11.8
20250215,Bengaluru,31.3,19.2,25.4,0.0,35,12.9
20250216,Bengaluru,31.9,18.8,25.1,0.0,39,14.0
20250217,Bengaluru,31.8,18.3,24.7,0.0,43,13.6
20250218,Bengaluru,31.7,18.3,24.9,0.0,45,14.9
20250219,Bengaluru,32.9,18.9,25.8,0.0,42,13.1
20250220,Bengaluru,32.7,19.5,25.7,0.0,46,15.3
20250221,Bengaluru,32.3,18.5,25.3,0.0,45,14.1
20250222,Bengaluru,32.2,18.5,25.5,0.0,47,16.4
20250223,Bengaluru,31.9,19.8,25.6,0.0,40,18.2
20250224,Bengaluru,30.5,19.2,24.7,0.0,39,17.2
20250225,Bengaluru,30.1,17.5,23.8,0.0,49,15.9
20250226,Bengaluru,30.7,18.6,24.3,0.0,45,17.1
20250227,Bengaluru,30.9,17.9,24.3,0.0,41,16.4
20250228,Bengaluru,31.4,17.7,24.5,0.0,46,14.8
20250301,Bengaluru,31.4,18.7,24.7,0.0,63,14.2
20250302,Bengaluru,32.2,19.6,25.8,0.0,55,14.2
20250303,Bengaluru,33.1,20.2,26.7,0.0,47,15.3
20250304,Bengaluru,33.1,21.6,27.2,0.0,36,17.5
20250305,Bengaluru,33.2,21.7,27.6,0.0,30,16.1
20250306,Bengaluru,33.3,21.9,27.5,0.0,33,15.3
20250307,Bengaluru,34.0,20.3,27.0,0.0,30,12.4
20250308,Bengaluru,34.2,19.7,26.8,0.0,32,11.2
20250309,Bengaluru,33.7,20.1,26.6,0.0,36,16.7
20250310,Bengaluru,31.6,17.8,24.5,0.0,53,16.9
20250311,Bengaluru,31.2,18.2,23.4,2.5,65,21.6
20250312,Bengaluru,30.7,20.0,24.5,2.3,70,16.7
20250313,Bengaluru,34.0,18.7,26.3,0.0,51,14.8
20250314,Bengaluru,34.4,19.7,27.4,0.0,39,15.9
20250315,Bengaluru,33.7,20.4,26.9,0.0,35,17.1
20250316,Bengaluru,33.4,19.8,26.7,0.0,46,14.9
20250317,Bengaluru,35.1,21.4,27.3,0.0,53,17.4
20250318,Bengaluru,34.8,21.4,27.9,0.0,46,15.2
20250319,Bengaluru,33.8,21.6,27.2,0.0,52,14.4
20250320,Bengaluru,33.1,20.2,26.4,0.0,54,13.2
20250321,Bengaluru,34.0,20.0,26.8,0.0,54,13.7
20250322,Bengaluru,33.2,21.5,24.7,23.8,71,18.4
20250323,Bengaluru,29.7,20.2,24.1,0.1,75,13.4
20250324,Bengaluru,30.7,19.8,24.7,0.0,68,11.9
20250325,Bengaluru,31.2,20.1,25.3,0.0,60,12.9
20250326,Bengaluru,33.6,19.6,26.5,0.0,47,12.1
20250327,Bengaluru,33.9,20.6,27.4,0.0,43,15.1
20250328,Bengaluru,35.2,21.8,28.0,0.0,40,13.0
20250329,Bengaluru,34.9,22.2,28.4,0.0,32,15.7
20250330,Bengaluru,34.4,22.0,28.0,0.0,28,17.4
20250331,Bengaluru,34.4,21.5,28.0,0.0,31,16.7
20250401,Bengaluru,33.3,19.6,26.4,0.0,50,13.9
20250402,Bengaluru,32.6,20.4,26.1,0.1,59,13.9
20250403,Bengaluru,32.7,20.6,25.3,8.0,68,11.6
20250404,Bengaluru,29.1,19.9,23.3,3.0,77,10.4
20250405,Bengaluru,31.1,19.5,24.9,0.0,69,9.8
20250406,Bengaluru,32.9,20.9,26.8,0.0,56,13.3
20250407,Bengaluru,34.8,21.0,27.7,0.0,49,16.5
20250408,Bengaluru,34.4,20.3,27.5,0.0,46,20.6
20250409,Bengaluru,33.3,20.6,27.4,0.0,43,14.2
20250410,Bengaluru,33.2,20.8,27.3,0.0,48,11.1
20250411,Bengaluru,34.1,20.7,26.3,4.7,57,13.0
20250412,Bengaluru,33.5,20.6,25.7,1.5,60,11.0
20250413,Bengaluru,32.1,21.1,26.3,0.3,55,9.0
20250414,Bengaluru,33.7,21.4,26.8,0.7,52,14.1
20250415,Bengaluru,33.6,20.7,27.3,0.0,47,12.3
20250416,Bengaluru,34.0,21.7,25.7,10.8,64,18.2
20250417,Bengaluru,33.3,21.1,27.2,0.1,56,7.6
20250418,Bengaluru,33.6,21.3,26.7,1.1,62,10.4
20250419,Bengaluru,32.9,21.0,26.8,0.0,63,9.8
20250420,Bengaluru,34.4,21.1,26.7,0.1,62,13.1
20250421,Bengaluru,34.2,20.9,27.5,0.0,55,13.7
20250422,Bengaluru,34.6,21.9,28.3,0.0,43,14.1
20250423,Bengaluru,35.5,21.7,29.0,0.0,42,12.5
20250424,Bengaluru,36.2,21.1,29.0,0.0,47,14.6
20250425,Bengaluru,35.6,21.8,28.8,0.0,50,16.3
20250426,Bengaluru,34.3,22.5,28.5,0.0,49,13.9
20250427,Bengaluru,34.3,21.9,28.0,0.0,52,14.3
20250428,Bengaluru,33.4,21.9,27.6,0.0,56,11.1
20250429,Bengaluru,34.3,22.1,28.1,0.2,52,14.4
20250430,Bengaluru,34.7,22.4,28.6,1.0,49,12.2
20250501,Bengaluru,34.6,23.1,28.3,1.3,49,10.7
20250502,Bengaluru,33.7,21.8,27.1,2.9,60,7.8
20250503,Bengaluru,34.5,21.3,26.5,9.3,62,11.1
20250504,Bengaluru,33.7,21.3,27.2,0.3,58,18.5
20250505,Bengaluru,35.3,21.8,28.1,0.0,50,10.9
20250506,Bengaluru,34.0,21.0,27.4,0.0,54,10.0
20250507,Bengaluru,33.5,20.8,27.5,0.0,48,10.7
20250508,Bengaluru,32.8,21.8,27.1,0.0,49,11.4
20250509,Bengaluru,32.4,20.8,26.8,0.1,52,9.2
20250510,Bengaluru,31.6,21.5,26.9,0.7,52,10.1
20250511,Bengaluru,32.1,21.0,26.0,8.0,62,10.9
20250512,Bengaluru,31.2,20.9,25.6,1.2,69,14.5
20250513,Bengaluru,33.5,20.7,25.1,4.7,73,17.9
20250514,Bengaluru,32.4,20.8,26.2,1.6,67,11.2
20250515,Bengaluru,33.1,21.1,25.8,1.8,70,12.8
20250516,Bengaluru,30.9,21.3,25.3,3.6,74,13.4
20250517,Bengaluru,29.4,21.1,23.6,22.6,85,12.1
20250518,Bengaluru,29.1,20.5,24.0,16.5,83,11.1
20250519,Bengaluru,28.3,21.1,23.2,14.9,88,11.1
20250520,Bengaluru,27.4,20.8,22.7,15.2,90,12.0
20250521,Bengaluru,26.5,20.5,22.8,7.9,81,18.6
20250522,Bengaluru,28.6,19.3,23.6,0.1,75,18.9
20250523,Bengaluru,28.1,20.5,23.6,3.1,81,22.2
20250524,Bengaluru,25.5,20.8,22.7,5.5,87,27.2
20250525,Bengaluru,26.9,20.3,22.7,7.6,88,29.2
20250526,Bengaluru,25.5,20.1,21.6,15.2,92,24.6
20250527,Bengaluru,26.3,20.4,22.8,3.2,83,28.8
20250528,Bengaluru,26.4,20.9,23.1,3.3,80,27.6
20250529,Bengaluru,26.0,20.7,22.4,6.4,85,24.0
20250530,Bengaluru,24.2,20.5,22.1,2.2,88,19.9
20250531,Bengaluru,29.5,21.0,24.2,0.1,76,20.4
20250601,Bengaluru,29.6,19.7,24.2,0.0,75,16.4
20250602,Bengaluru,28.9,19.5,23.7,1.5,77,20.2
20250603,Bengaluru,28.8,19.9,23.6,1.8,79,20.9
20250604,Bengaluru,29.3,19.4,24.3,0.5,73,15.1
20250605,Bengaluru,30.2,19.4,24.6,0.0,69,12.9
20250606,Bengaluru,31.6,20.0,25.8,0.2,64,13.1
20250607,Bengaluru,30.9,20.2,25.6,0.3,64,13.0
20250608,Bengaluru,31.8,20.2,25.6,2.9,66,12.4
20250609,Bengaluru,28.8,20.3,23.8,11.9,80,16.0
20250610,Bengaluru,29.8,20.1,23.8,5.0,78,17.2
20250611,Bengaluru,27.8,20.4,23.3,7.0,83,16.9
20250612,Bengaluru,27.6,20.3,22.9,2.3,82,17.7
20250613,Bengaluru,26.2,20.4,22.6,3.9,88,17.2
20250614,Bengaluru,27.0,20.0,22.5,5.7,86,21.6
20250615,Bengaluru,24.3,20.5,21.9,4.0,88,28.8
20250616,Bengaluru,25.9,20.1,22.3,8.8,85,29.9
20250617,Bengaluru,26.2,20.1,22.3,6.6,86,23.3
20250618,Bengaluru,27.7,19.9,23.2,1.0,82,20.3
20250619,Bengaluru,28.7,20.0,23.7,0.0,76,23.1
20250620,Bengaluru,28.7,19.8,23.4,0.5,78,21.5
20250621,Bengaluru,28.2,19.7,23.5,0.2,76,22.3
20250622,Bengaluru,29.0,20.1,23.0,1.5,79,24.1
20250623,Bengaluru,26.9,19.9,22.8,1.1,78,26.5
20250624,Bengaluru,27.0,20.6,23.3,0.9,75,28.9
20250625,Bengaluru,27.4,20.2,22.9,8.6,80,25.8
20250626,Bengaluru,28.0,20.6,23.3,2.6,78,25.2
20250627,Bengaluru,27.9,19.5,23.0,0.6,77,21.4
20250628,Bengaluru,29.4,20.4,23.3,5.0,76,21.6
20250629,Bengaluru,29.3,20.0,23.7,0.2,72,25.9
20250630,Bengaluru,29.4,19.2,23.7,1.0,73,24.3
20250701,Bengaluru,28.5,20.1,23.7,0.1,73,22.4
20250702,Bengaluru,28.4,20.1,22.8,8.9,81,22.0
20250703,Bengaluru,25.2,19.7,22.0,5.5,85,23.5
20250704,Bengaluru,28.0,20.0,23.5,1.6,76,23.9
20250705,Bengaluru,28.3,20.4,23.2,2.8,78,26.7
20250706,Bengaluru,27.3,20.2,23.1,2.0,78,28.5
20250707,Bengaluru,28.0,20.3,23.7,0.8,73,27.6
20250708,Bengaluru,30.1,19.9,24.3,0.4,72,25.7
20250709,Bengaluru,29.0,19.7,23.8,1.5,74,23.5
20250710,Bengaluru,29.5,20.1,23.5,5.3,79,18.8
20250711,Bengaluru,28.6,19.9,23.0,5.0,84,19.7
20250712,Bengaluru,27.8,20.0,23.3,0.8,79,22.2
20250713,Bengaluru,28.2,19.7,23.0,7.6,82,19.2
20250714,Bengaluru,26.5,19.6,22.6,8.8,82,20.6
20250715,Bengaluru,27.1,20.2,22.9,2.8,79,24.6
20250716,Bengaluru,28.0,19.7,22.5,13.8,86,15.8
20250717,Bengaluru,27.6,20.1,22.1,13.9,87,18.7
20250718,Bengaluru,27.6,19.7,22.6,11.4,84,18.4
20250719,Bengaluru,26.2,19.8,21.7,21.1,88,17.1
20250720,Bengaluru,26.5,19.6,22.0,16.0,85,17.6
20250721,Bengaluru,26.6,19.5,21.5,17.5,89,20.4
20250722,Bengaluru,25.3,19.8,21.8,9.1,85,20.6
